"","postcode","lat","lon","suburb","state"
"758",2606,-35.3495535,149.089544166667,"CHIFLEY,
LYONS,
O'MALLEY,
PHILLIP,
SWINGER HILL,
WODEN","ACT"
"759",2607,-35.368602,149.0951994,"FARRER,
ISAACS,
MAWSON,
PEARCE,
TORRENS","ACT"
"760",2608,-35.282868,149.129372,"CIVIC SQUARE","ACT"
"761",2609,-35.3151364,149.1798164,"CANBERRA INTERNATIONAL AIRPORT,
FYSHWICK,
MAJURA,
PIALLIGO,
SYMONSTON","ACT"
"762",2611,-35.36601425,148.954695125,"BIMBERI,
BRINDABELLA,
CHAPMAN,
COOLEMAN,
DUFFY,
FISHER,
HOLDER,
MOUNT STROMLO,
PIERCES CREEK,
RIVETT,
STIRLING,
URIARRA,
URIARRA FOREST,
WARAMANGA,
WESTON,
WESTON CREEK","NSW"
"763",2612,-35.2787105,149.136576,"BRADDON,
CAMPBELL,
REID,
TURNER","ACT"
"764",2614,-35.24868625,149.056267375,"ARANDA,
COOK,
HAWKER,
JAMISON CENTRE,
MACQUARIE,
PAGE,
SCULLIN,
WEETANGERA","ACT"
"765",2615,-35.2118944166667,149.034567833333,"CHARNWOOD,
DUNLOP,
FLOREY,
FLYNN,
FRASER,
HIGGINS,
HOLT,
KIPPAX,
LATHAM,
MACGREGOR,
MELBA,
SPENCE","ACT"
"766",2616,-35.248442,149.070336,"BELCONNEN","ACT"
"767",2617,-35.225888125,149.083882375,"BELCONNEN,
BRUCE,
EVATT,
GIRALANG,
KALEEN,
LAWSON,
MCKELLAR,
UNIVERSITY OF CANBERRA","ACT"
"768",2618,-34.80304025,148.89034975,"HALL,
NANIMA,
SPRINGRANGE,
WALLAROO","ACT"
"769",2619,-35.384458,149.199053,"JERRABOMBERRA","NSW"
"770",2620,-34.8278876,149.576765633333,"BURRA,
CARWOOLA,
CLEAR RANGE,
CRESTWOOD,
DODSWORTH,
ENVIRONA,
GOOGONG,
GREENLEIGH,
GUNDAROO,
HUME,
KARABAR,
KOWEN FOREST,
LETCHWORTH,
MICHELAGO,
OAKS ESTATE,
QUEANBEYAN,
QUEANBEYAN EAST,
QUEANBEYAN WEST,
ROYALLA,
SUTTON,
THARWA,
THE ANGLE,
THE RIDGEWAY,
T","NSW"
"771",2621,-35.4319781428571,149.432991714286,"ANEMBO,
BUNGENDORE,
BYWONG,
FORBES CREEK,
HOSKINSTOWN,
PRIMROSE VALLEY,
ROSSI","NSW"
"772",2622,-35.44033858,149.82888034,"ARALUEN,
ARALUEN NORTH,
BACK CREEK,
BALLALABA,
BENDOURA,
BERLANG,
BOMBAY,
BORO,
BRAIDWOOD,
BUDAWANG,
BULEE,
CHARLEYS FOREST,
COOLUMBURRA,
CORANG,
DURRAN DURRA,
ENDRICK,
FARRINGDON,
GUNDILLION,
HAROLDS CROSS,
HEREFORD HALL,
JEMBAICUMBENE,
JERRABATTGULLA,
J","NSW"
"773",2623,-35.552827,149.445083,"CAPTAINS FLAT","NSW"
"774",2624,-36.295327,148.4227875,"KOSCIUSZKO,
PERISHER VALLEY","NSW"
"775",2625,-36.50661,148.301005,"THREDBO,
THREDBO VILLAGE","NSW"
"776",2626,-35.893804,149.146380666667,"BREDBO,
BUMBALONG,
COLINTON","NSW"
"777",2627,-36.2027189,148.803164,"CRACKENBACK,
EAST JINDABYNE,
GROSSES PLAIN,
GUNGARLIN,
HILL TOP,
INGEBIRAH,
JINDABYNE,
KALKITE,
MOONBAH,
PILOT WILDERNESS","NSW"
"778",2628,-36.3766864285714,148.694147714286,"AVONSIDE,
BELOKA,
BERRIDALE,
BRAEMAR,
BYADBO WILDERNESS,
COOTRALANTRA,
DALGETY,
EUCUMBENE,
EUCUMBENE COVE,
NIMMO,
NUMBLA VALE,
PAUPONG,
ROCKY PLAIN,
SNOWY PLAINS","NSW"
"779",2629,-35.9099338888889,148.668664333333,"ADAMINABY,
ANGLERS REACH,
BOLARO,
CABRAMURRA,
LONG PLAIN,
OLD ADAMINABY,
PROVIDENCE PORTAL,
TANTANGARA,
YAOUK","NSW"
"780",2630,-36.2509221025641,149.109680897436,"ARABLE,
BADJA,
BILLILINGRA,
BINJURA,
BOBUNDARA,
BUCKENDERRA,
BUNGARBY,
BUNYAN,
CARLAMINDA,
CHAKOLA,
COOLRINGDON,
COOMA,
COOMA NORTH,
COUNTEGANY,
DAIRYMANS PLAINS,
DANGELONG,
DRY PLAIN,
FRYING PAN,
GLEN FERGUS,
IRONMUNGY,
JERANGLE,
JIMENBUEN,
MAFFRA,
MIDDL","NSW"
"781",2631,-36.5956792727273,149.319432090909,"ANDO,
BOCO,
CREEWAH,
GLEN ALLEN,
GREENLANDS,
HOLTS FLAT,
KYBEYAN,
MOUNT COOPER,
NIMMITABEL,
STEEPLE FLAT,
WINIFRED","NSW"
"782",2632,-36.9188677777778,149.214665944444,"BIBBENLUKE,
BOMBALA,
BONDI FOREST,
BUKALONG,
CAMBALONG,
CATHCART,
COOLUMBOOKA,
CRAIGIE,
GUNNINGRAH,
LORDS HILL,
MERRIANGAAH,
MILA,
MOUNT DARRAGH,
PADDYS FLAT,
PALARANG,
QUIDONG,
ROCKTON,
ROSEMEATH","NSW"
"783",2633,-36.9603123333333,148.899281333333,"CORROWONG,
DELEGATE,
TOMBONG","NSW"
"784",2640,-36.0327390588235,147.025461176471,"ALBURY,
BUNGOWANNAH,
EAST ALBURY,
ETTAMOGAH,
GLENROY,
LAKE HUME VILLAGE,
MOORWATHA,
NORTH ALBURY,
OURNIE,
SOUTH ALBURY,
SPLITTERS CREEK,
TABLE TOP,
TALMALMO,
THURGOONA,
WEST ALBURY,
WIRLINGA,
WYMAH","NSW"
"785",2641,-36.0404633333333,146.932638333333,"HAMILTON VALLEY,
LAVINGTON,
SPRINGDALE HEIGHTS","NSW"
"786",2642,-35.9456746315789,147.471197105263,"BIDGEEMIA,
BROCKLESBY,
BURRUMBUTTOCK,
GEEHI,
GEROGERY,
GLENELLEN,
GREG GREG,
INDI,
JAGUMBA,
JAGUNGAL WILDERNESS,
JINDERA,
JINGELLIC,
KHANCOBAN,
MURRAY GORGE,
RAND,
TOOMA,
WALBUNDRIE,
WELAREGANG,
YERONG CREEK","NSW"
"787",2643,-35.958568,146.60586,"HOWLONG","NSW"
"788",2644,-35.787477,147.368660666667,"BOWNA,
COPPABELLA,
HOLBROOK,
LANKEYS CREEK,
LITTLE BILLABONG,
MOUNTAIN CREEK,
MULLENGANDRA,
WANTAGONG,
WOOMARGAMA","NSW"
"789",2645,-35.2061883333333,146.297395,"COONONG,
URANA,
YULUMA","NSW"
"790",2646,-35.7891759444444,146.272278611111,"BALLDALE,
BULL PLAIN,
BURAJA,
COADS TANK,
COLLENDINA,
COREEN,
COROWA,
DAYSDALE,
GOOMBARGANA,
HOPEFIELD,
LOWESDALE,
NYORA,
OAKLANDS,
REDLANDS,
RENNIE,
RINGWOOD,
SANGER,
SAVERNAKE","NSW"
"791",2647,-35.954159,145.963942,"MULWALA","NSW"
"792",2648,-33.8569140909091,141.995749909091,"BOEILL CREEK,
CAL LAL,
CURLWAA,
MOURQUONG,
PALINYEWAH,
PAN BAN,
POMONA,
POONCARIE,
RUFUS RIVER,
SCOTIA,
WENTWORTH","NSW"
"793",2649,-35.702777,148.156752,"LAUREL HILL,
NURENMERENMONG","NSW"
"794",2650,-35.1257103090909,147.433694163636,"ALFREDTOWN,
ASHMONT,
BELFRAYDEN,
BERRY JERRY,
BIG SPRINGS,
BOMEN,
BOOK BOOK,
BOOROOMA,
BORAMBOLA,
BOURKELANDS,
BRUCEDALE,
BULGARY,
BURRANDANA,
CARABOST,
CARTWRIGHTS HILL,
COLLINGULLIE,
COOKARDINIA,
CURRAWANANNA,
CURRAWARNA,
DOWNSIDE,
EAST WAGGA WAGGA,
EST","NSW"
"795",2651,-32.707981,151.55001,"FOREST HILL","NSW"
"796",2652,-34.8489610555556,146.970888222222,"BOORGA,
BOREE CREEK,
GALORE,
GOOLGOWI,
GRONG GRONG,
GUMLY GUMLY,
HUMULA,
LADYSMITH,
MANGOPLAH,
MARRAR,
MATONG,
MERRIWAGGA,
MURRULEBALE,
OLD JUNEE,
ROSEWOOD,
TABBITA,
TARCUTTA,
URANQUINTY","NSW"
"797",2653,-35.772837,148.0121072,"BURRA,
COURABYRA,
GLENROY,
MANNUS,
MARAGLE,
MUNDEROO,
PADDYS RIVER,
TARADALE,
TUMBARUMBA,
WILLIGOBUNG","NSW"
"798",2655,-35.275938,147.0557994,"BIRDLIP,
FRENCH PARK,
KUBURA,
THE ROCK,
TOOTOOL","NSW"
"799",2656,-35.2897884285714,146.767417,"BROOKDALE,
FARGUNYAH,
LOCKHART,
MILBRULONG,
OSBORNE,
URANGELINE,
URANGELINE EAST","NSW"
"800",2658,-35.4956412,146.9120926,"GRUBBEN,
HENTY,
MUNYABLA,
PLEASANT HILLS,
RYAN","NSW"
"801",2659,-35.6854315,146.846356,"ALMA PARK,
WALLA WALLA","NSW"
"802",2660,-35.6658733333333,147.052526666667,"CARNSDALE,
CULCAIRN,
MORVEN","NSW"
"803",2661,-35.14779,147.295748,"KAPOOKA","NSW"
"804",2663,-34.834103,147.307920555556,"BUNDURE,
COOBA,
COWABBIE,
ERIN VALE,
EURONGILLY,
JUNEE,
LANDERVALE,
MARINNA,
WANTIOOL","NSW"
"805",2665,-34.3707619230769,146.922853692308,"ARDLETHAN,
ARIAH PARK,
BARELLAN,
BECKOM,
BECTRIC,
BINYA,
KAMARAH,
MIRROOL,
MOOMBOOLDOOL,
MOUNT CRYSTAL,
QUANDARY,
TARA,
WALLEROOBIE","NSW"
"806",2666,-34.4245082142857,147.586508357143,"COMBANING,
DIRNASEER,
GIDGINBUNG,
GROGAN,
JUNEE REEFS,
MIMOSA,
MORANGARELL,
NARRABURRA,
PUCAWAN,
REEFTON,
SEBASTOPOL,
SPRINGDALE,
TEMORA,
TRUNGLEY HALL","NSW"
"807",2668,-34.184676,147.406754,"BARMEDMAN","NSW"
"808",2669,-33.6971225,146.625932666667,"BYGALORIE,
ERIGOLIA,
GIRRAL,
KIKOIRA,
MELBERGEN,
NARADHAN,
RANKINS SPRINGS,
TALLIMBA,
TULLIBIGEAL,
UNGARIE,
WEETHALLE,
WEJA","NSW"
"809",2671,-33.8313854285714,147.209430285714,"ALLEENA,
BACK CREEK,
BURCHER,
LAKE COWAL,
NORTH YALGOGRIN,
WEST WYALONG,
WYALONG","NSW"
"810",2672,-33.3017164,146.4469942,"BURGOONEY,
CURLEW WATERS,
LAKE CARGELLIGO,
MURRIN BRIDGE,
WARGAMBEGAL","NSW"
"811",2675,-33.4074306,145.751914,"HILLSTON,
LAKE BREWSTER,
MONIA GAP,
ROTO,
WALLANTHERY","NSW"
"812",2678,-35.059334,147.351953,"CHARLES STURT UNIVERSITY","NSW"
"813",2680,-34.3014618,146.0213084,"BEELBANGERA,
BENEREMBAH,
BILBUL,
GRIFFITH,
GRIFFITH EAST,
HANWOOD,
KOOBA,
LAKE WYANGAN,
NERICON,
THARBOGANG,
WARBURN,
WARRAWIDGEE,
WIDGELLI,
WILLBRIGGIE,
YOOGALI","NSW"
"814",2681,-34.2133045,146.1519035,"MYALL PARK,
YENDA","NSW"
"815",2700,-34.839772,146.507399692308,"BIRREGO,
COLINROOBIE,
COROBIMILLA,
CUDGEL,
EUROLEY,
FAITHFULL,
GILLENBAH,
KYWONG,
MORUNDAH,
NARRANDERA,
PAYNTERS SIDING,
SANDIGO,
WIDGIEWA","NSW"
"816",2701,-34.717903,147.19741025,"COOLAMON,
METHUL,
RANNOCK,
TOOYAL","NSW"
"817",2702,-34.794899,147.038823,"GANMAIN","NSW"
"818",2703,-34.630843,146.40345,"YANCO","NSW"
"819",2705,-34.5188873,146.3280495,"BROBENAH,
CALORAFIELD,
CORBIE HILL,
GOGELDRIE,
LEETON,
MERUNGLE HILL,
MURRAMI,
STANBRIDGE,
WAMOON,
WHITTON","NSW"
"820",2706,-34.557729,146.010496,"DARLINGTON POINT","NSW"
"821",2707,-34.831949,145.7784185,"ARGOON,
COLEAMBALLY","NSW"
"822",2710,-35.460152483871,144.936238258065,"BARRATTA,
BENARCA,
BIRGANBIGIL,
BOOROORBAN,
BRASSI,
BULLATALE,
CALDWELL,
CALIMO,
CONARGO,
COREE,
CORNALLA,
DENILIQUIN,
GULPA,
HARTWOOD,
HILL PLAIN,
LINDIFFERON,
MATHOURA,
MAYRUNG,
MOIRA,
MOONAHCULLAH,
MOONBRIA,
MORAGO,
PRETTY PINE,
STEAM PLAINS,
STUD PARK","NSW"
"823",2711,-34.2494329230769,144.478510076923,"BOOLIGAL,
CARRATHOOL,
CLARE,
CORRONG,
GUNBAR,
HAY,
HAY SOUTH,
KERI KERI,
MAUDE,
ONE TREE,
OXLEY,
WAUGORAH,
YANGA","NSW"
"824",2712,-35.7707075,145.8206665,"BERRIGAN,
BOOMANOOMANA","NSW"
"825",2713,-35.56428925,145.47484825,"BLIGHTY,
FINLEY,
LOGIE BRAE,
MYRTLE PARK","NSW"
"826",2714,-35.661957,145.34982875,"ARATULA,
PINE LODGE,
TOCUMWAL,
TUPPAL","NSW"
"827",2715,-34.0478752,143.36229,"ARUMPO,
BALRANALD,
HATFIELD,
MUNGO,
PENARIE","NSW"
"828",2716,-35.09484425,145.55970075,"COREE SOUTH,
FOUR CORNERS,
JERILDERIE,
MABINS WELL","NSW"
"829",2717,-34.091641,142.042284,"DARETON","NSW"
"830",2720,-35.35401525,148.297082857143,"ARGALONG,
BLOWERING,
BOGONG PEAKS WILDERNESS,
BOMBOWLEE,
BOMBOWLEE CREEK,
BUDDONG,
COURAGAGO,
GADARA,
GILMORE,
GOCUP,
GOOBARRAGANDRA,
JONES BRIDGE,
KILLIMICAT,
LACMALAC,
LITTLE RIVER,
MINJARY,
MUNDONGO,
PINBEYAN,
RED HILL,
TALBINGO,
TUMORRAMA,
TUMUT,
TUMU","NSW"
"831",2721,-34.002136,147.7358215,"BLAND,
QUANDIALLA","NSW"
"832",2722,-35.0321305294118,148.120945,"BONGALONG,
BONGONGALONG,
BRUNGLE,
BRUNGLE CREEK,
BURRA CREEK,
DARBALARA,
EDWARDSTOWN,
GUNDAGAI,
JACKALASS,
JONES CREEK,
MUTTAMA,
NANGUS,
RENO,
SOUTH GUNDAGAI,
TARRABANDRA,
WAGRAGOBILLY,
WILLIE PLOMA","NSW"
"833",2725,-34.506023,147.879961,"STOCKINBINGAL","NSW"
"834",2726,-34.8647935,148.3224545,"BUNDARBO,
JUGIONG","NSW"
"835",2727,-34.9978715,148.2690745,"ADJUNGBILLY,
COOLAC,
GOBARRALONG,
MINGAY","NSW"
"836",2729,-35.3009379411765,148.004294647059,"ADELONG,
BANGADANG,
BLACK CREEK,
CALIFAT,
COOLEYS CREEK,
DARLOW,
ELLERSLIE,
GRAHAMSTOWN,
MOUNT ADRAH,
MOUNT HOREB,
MUNDARLO,
SANDY GULLY,
SHARPS CREEK,
TUMBLONG,
WESTWOOD,
WONDALGA,
YAVEN CREEK","NSW"
"837",2730,-34.715216,148.9865336,"BAGO,
BATLOW,
GREEN HILLS,
KUNAMA,
LOWER BAGO","NSW"
"838",2731,-35.8723012,144.6570832,"BUNNALOO,
MOAMA,
TANTONAN,
THYRA,
WOMBOOTA","NSW"
"839",2732,-35.4722988571429,144.134938428571,"BARHAM,
BURRABOI,
COBRAMUNGA,
GONN,
NOORONG,
THULE,
TULLAKOOL","NSW"
"840",2733,-35.16084425,144.049339,"DHURAGOON,
MALLAN,
MOULAMEIN,
NIEMUR","NSW"
"841",2734,-35.126762625,143.725285125,"CUNNINYEUK,
DILPURRA,
KYALITE,
MELLOOL,
MOOLPA,
STONY CROSSING,
TOORANIE,
WETUPPA","NSW"
"842",2735,-35.421256,143.8297885,"MURRAY DOWNS,
SPEEWA","NSW"
"843",2736,-34.9932865,143.3378575,"GOODNIGHT,
TOOLEYBUC","NSW"
"844",2737,-34.544486,142.796941,"BENANEE,
EUSTON","NSW"
"845",2738,-34.2305936666667,142.333674666667,"GOL GOL,
MONAK,
TRENTHAM CLIFFS","NSW"
"846",2739,-34.171443,142.182794,"BURONGA","NSW"
"847",2745,-33.8426991666667,150.667010833333,"GLENMORE PARK,
GREENDALE,
LUDDENHAM,
MULGOA,
REGENTVILLE,
WALLACIA","NSW"
"848",2747,-33.7426602222222,150.742817111111,"CAMBRIDGE GARDENS,
CAMBRIDGE PARK,
CLAREMONT MEADOWS,
KINGSWOOD,
LLANDILO,
SHANES PARK,
WERRINGTON,
WERRINGTON COUNTY,
WERRINGTON DOWNS","NSW"
"849",2748,-33.779331,150.716312,"ORCHARD HILLS","NSW"
"850",2749,-33.691553,150.693268,"CASTLEREAGH,
CRANEBROOK","NSW"
"851",2750,-33.755561125,150.678914125,"EMU HEIGHTS,
EMU PLAINS,
JAMISONTOWN,
LEONAY,
PENRITH,
PENRITH PLAZA,
PENRITH SOUTH,
SOUTH PENRITH","NSW"
"852",2751,-33.732127,151.280352,"PENRITH","NSW"
"853",2752,-33.9159695,150.5924605,"SILVERDALE,
WARRAGAMBA","NSW"
"854",2753,-33.6021796666667,150.705840666667,"AGNES BANKS,
BOWEN MOUNTAIN,
GROSE VALE,
GROSE WOLD,
HOBARTVILLE,
LONDONDERRY,
RICHMOND,
RICHMOND LOWLANDS,
YARRAMUNDI","NSW"
"855",2754,-33.5502816666667,150.722414,"NORTH RICHMOND,
TENNYSON,
THE SLOPES","NSW"
"856",2755,-33.604378,150.796234,"RICHMOND RAAF","NSW"
"857",2756,-33.5141851071429,150.830190607143,"BLIGH PARK,
CATTAI,
CENTRAL COLO,
CLARENDON,
COLO,
COLO HEIGHTS,
CORNWALLIS,
CUMBERLAND REACH,
EBENEZER,
FREEMANS REACH,
GLOSSODIA,
LOWER PORTLAND,
MAROOTA,
MCGRATHS HILL,
MELLONG,
MULGRAVE,
PITT TOWN,
PITT TOWN BOTTOMS,
SACKVILLE,
SACKVILLE NORTH,
SCHEYV","NSW"
"858",2757,-33.549452,150.701116,"KURMOND","NSW"
"859",2758,-33.5096714545455,150.617636818182,"BERAMBING,
BILPIN,
BLAXLANDS RIDGE,
EAST KURRAJONG,
KURRAJONG,
KURRAJONG HEIGHTS,
KURRAJONG HILLS,
MOUNT TOMAH,
MOUNTAIN LAGOON,
THE DEVILS WILDERNESS,
WHEENY CREEK","NSW"
"860",2759,-33.80099,150.789787,"ERSKINE PARK,
ST CLAIR","NSW"
"861",2760,-33.7752004285714,150.788499428571,"COLYTON,
NORTH ST MARYS,
OXLEY PARK,
ROPES CROSSING,
ST MARYS,
ST MARYS EAST,
ST MARYS SOUTH","NSW"
"862",2761,-33.7391958333333,150.848591166667,"COLEBEE,
DEAN PARK,
GLENDENNING,
HASSALL GROVE,
OAKHURST,
PLUMPTON","NSW"
"863",2762,-33.697217,150.888428,"SCHOFIELDS","NSW"
"864",2763,-33.7292165,150.8938395,"ACACIA GARDENS,
QUAKERS HILL","NSW"
"865",2765,-33.6493794285714,150.868451285714,"BERKSHIRE PARK,
BOX HILL,
MARAYLYA,
MARSDEN PARK,
NELSON,
OAKVILLE,
RIVERSTONE","NSW"
"866",2766,-33.787332,150.848057,"EASTERN CREEK,
ROOTY HILL","NSW"
"867",2767,-33.7600285,150.874478,"DOONSIDE,
WOODCROFT","NSW"
"868",2768,-33.7257336666667,150.92672,"GLENWOOD,
PARKLEA,
STANHOPE GARDENS","NSW"
"869",2769,-34.054326,150.753104,"THE PONDS","NSW"
"870",2770,-33.7479751538462,150.809905461538,"BIDWILL,
BLACKETT,
DHARRUK,
EMERTON,
HEBERSHAM,
LETHBRIDGE PARK,
MINCHINBURY,
MOUNT DRUITT,
MOUNT DRUITT VILLAGE,
SHALVEY,
TREGEAR,
WHALAN,
WILLMOT","NSW"
"871",2773,-33.771068,150.629175,"GLENBROOK,
LAPSTONE","NSW"
"872",2774,-33.73678875,150.61688925,"BLAXLAND,
BLAXLAND EAST,
MOUNT RIVERVIEW,
WARRIMOO","NSW"
"873",2775,-33.3404462352941,151.010847411765,"CENTRAL MACDONALD,
FERNANCES,
GUNDERMAN,
HIGHER MACDONALD,
LAUGHTONDALE,
LEETS VALE,
LOWER MACDONALD,
MARLOW,
MOGO CREEK,
PERRYS CROSSING,
SINGLETONS MILL,
SPENCER,
ST ALBANS,
UPPER MACDONALD,
WEBBS CREEK,
WISEMANS FERRY,
WRIGHTS CREEK","NSW"
"874",2776,-33.696505,150.534998,"FAULCONBRIDGE","NSW"
"875",2777,-33.6919115,150.605018166667,"HAWKESBURY HEIGHTS,
SPRINGWOOD,
SUN VALLEY,
VALLEY HEIGHTS,
WINMALEE,
YELLOW ROCK","NSW"
"876",2778,-33.748436,150.341345333333,"BULLS CAMP,
LINDEN,
WOODFORD","NSW"
"877",2779,-33.720992,150.451629,"HAZELBROOK","NSW"
"878",2780,-33.6971945,150.30954225,"KATOOMBA,
LEURA,
MEDLOW BATH,
YOSEMITE","NSW"
"879",2782,-33.709836,150.376454,"WENTWORTH FALLS","NSW"
"880",2783,-33.718957,150.430094,"LAWSON","NSW"
"881",2784,-33.722751,150.41364,"BULLABURRA","NSW"
"882",2785,-33.6698385,150.265527,"BLACKHEATH,
MEGALONG","NSW"
"883",2786,-33.5173672,150.325546,"BELL,
DARGAN,
MOUNT IRVINE,
MOUNT VICTORIA,
MOUNT WILSON","NSW"
"884",2787,-33.8081546842105,149.880193210526,"BLACK SPRINGS,
CHATHAM VALLEY,
DUCKMALOI,
EDITH,
GINGKIN,
GURNANG,
HAZELGROVE,
JAUNTER,
KANANGRA,
MAYFIELD,
MOUNT OLIVE,
MOUNT WERONG,
MOZART,
NORWAY,
OBERON,
PORTERS RETREAT,
SHOOTERS HILL,
TARANA,
THE MEADOWS","NSW"
"885",2790,-33.4724053513513,150.139499108108,"BEN BULLEN,
BLACKMANS FLAT,
BOWENFELS,
CLARENCE,
COBAR PARK,
CORNEY TOWN,
CULLEN BULLEN,
DOCTORS GAP,
GANBENANG,
HARTLEY,
HARTLEY VALE,
HASSANS WALLS,
HERMITAGE FLAT,
JENOLAN,
KANIMBLA,
LIDSDALE,
LITHGOW,
LITTLE HARTLEY,
LITTLETON,
LOWTHER,
MARRANGAROO,
M","NSW"
"886",2791,-33.5774835,149.0958865,"CARCOAR,
ERROWANBANG","NSW"
"887",2792,-33.61724,149.053364,"BURNT YARDS,
MANDURAMA","NSW"
"888",2793,-33.8493775,148.91949925,"DARBYS FALLS,
MOUNT MCDONALD,
ROSEBERG,
WOODSTOCK","NSW"
"889",2794,-33.9402726666667,148.680658833333,"BUMBALDRY,
COWRA,
HOVELLS CREEK,
MOUNT COLLINS,
NOONBINNA,
WATTAMONDARA","NSW"
"890",2795,-33.47627640625,149.575565552083,"ABERCROMBIE RIVER,
ARKELL,
ARKSTONE,
BALD RIDGE,
BALLYROE,
BATHAMPTON,
BATHURST,
BILLYWILLINGA,
BOX RIDGE,
BREWONGLE,
BRUINBUN,
BURRAGA,
CALOOLA,
CHARLES STURT UNIVERSITY,
CHARLTON,
CLEAR CREEK,
COLO,
COPPERHANNIA,
COW FLAT,
CRUDINE,
CURRAGH,
DARK CORNER,","NSW"
"891",2797,-33.6913805,149.035501,"GARLAND,
LYNDHURST","NSW"
"892",2798,-33.4388407142857,149.147926428571,"BYNG,
FLYERS CREEK,
FOREST REEFS,
GUYONG,
MILLTHORPE,
SPRING TERRACE,
TALLWOOD","NSW"
"893",2799,-33.5502921428571,149.280706714286,"BARRY,
BLAYNEY,
BROWNS CREEK,
FITZGERALDS MOUNT,
KINGS PLAINS,
NEVILLE,
VITTORIA","NSW"
"894",2800,-33.2690972647059,148.887901911765,"BELGRAVIA,
BLOOMFIELD,
BORENORE,
CADIA,
CANOBOLAS,
CARGO,
CLERGATE,
CLIFTON GROVE,
EMU SWAMP,
FOUR MILE CREEK,
HUNTLEY,
KALEENTHA,
KANGAROOBIE,
KERRS CREEK,
LEWIS PONDS,
LIDSTER,
LONG POINT,
LUCKNOW,
MARCH,
MULLION CREEK,
NANGAR,
NASHDALE,
OPHIR,
ORANGE,
","NSW"
"895",2803,-34.129505,148.460405666667,"BENDICK MURRELL,
CROWTHER,
WIRRIMAH","NSW"
"896",2804,-33.5877365,148.63848425,"BILLIMARI,
CANOWINDRA,
MOORBEL,
NYRANG CREEK","NSW"
"897",2805,-33.650848,148.41385,"GOOLOOGONG","NSW"
"898",2806,-33.393666,148.404448,"EUGOWRA,
EULIMORE","NSW"
"899",2807,-34.039891,148.553887,"KOORAWATHA","NSW"
"900",2808,-33.936693,149.046361,"WYANGALA","NSW"
"901",2809,-34.041955,148.395001,"GREENETHORPE","NSW"
"902",2810,-33.814467875,147.977835625,"BIMBI,
CARAGABAL,
GLENELG,
GRENFELL,
PINEY RANGE,
PINNACLE,
PULLABOOKA,
WARRADERRY","NSW"
"903",2820,-32.5849464615385,148.993556615385,"APSLEY,
ARTHURVILLE,
BAKERS SWAMP,
BODANGORA,
COMOBELLA,
CURRA CREEK,
DRIPSTONE,
FARNHAM,
GOLLAN,
LAKE BURRENDONG,
MARYVALE,
MEDWAY,
MONTEFIORES,
MOOKERAWA,
MOUNT AQUILA,
MOUNT ARTHUR,
MUMBIL,
NANIMA,
NEUREA,
SPICERS CREEK,
STUART TOWN,
SUNTOP,
WALMER,
WE","NSW"
"904",2821,-32.144574,148.2514905,"BURROWAY,
NARROMINE","NSW"
"905",2823,-31.999438,147.94595,"BUNDEMAR,
CATHUNDRAL,
DANDALOO,
GIN GIN,
TRANGIE","NSW"
"906",2824,-31.7682056153846,147.733181769231,"BEEMUNNEL,
EENAWEENA,
MARTHAGUY,
MOUNT FOSTER,
MOUNT HARRIS,
MUMBLEBONE PLAIN,
OXLEY,
PIGEONBAH,
RAVENSWOOD,
RED HILL,
SNAKES PLAIN,
TENANDRA,
WARREN","NSW"
"907",2825,-31.7825692307692,147.079868384615,"BABINDA,
BOBADAH,
BOGAN,
BUDDABADAH,
CANONBA,
FIVE WAYS,
HONEYBUGLE,
MIANDETTA,
MULLA,
MULLENGUDGERY,
MURRAWOMBIE,
NYNGAN,
PANGEE","NSW"
"908",2827,-31.6411018571429,148.620374428571,"BEARBONG,
BIDDON,
BREELONG,
COLLIE,
CURBAN,
GILGANDRA,
MERRIGAL","NSW"
"909",2828,-31.2385188571429,148.677599428571,"BLACK HOLLOW,
BOURBAH,
GULARGAMBONE,
MOUNT TENANDRA,
QUANDA,
TONDERBURINE,
WARRUMBUNGLE","NSW"
"910",2829,-30.8615592,148.4999781,"COMBARA,
CONIMBIA,
COONAMBLE,
GILGOOMA,
MAGOMETON,
NEBEA,
PINE GROVE,
TERIDGERIE,
URAWILKIE,
WINGADEE","NSW"
"911",2830,-32.2433643170732,148.613661902439,"BALLIMORE,
BARBIGAL,
BELGRAVIA,
BENI,
BENOLONG,
BOOTHENBA,
BROCKLEHURST,
BRUAH,
BUNGLEGUMBIE,
BURRABADINE,
BUTLERS FALLS,
COOLBAGGIE,
CUMBOOGLE,
DELROY GARDENS,
DICKYGUNDI,
DUBBO,
DUBBO EAST,
DUBBO GROVE,
DUBBO WEST,
DUNGARY,
ERSKINE,
ESCHOL,
EULOMOGO,
HY","NSW"
"912",2831,-31.4895443548387,148.08041416129,"ARMATREE,
BALLADORAN,
BILLEROY,
BRENDA,
BULLAGREEN,
BYROCK,
CARINDA,
COOLABAH,
ELONG ELONG,
EUMUNGERIE,
GEURIE,
GIRILAMBONE,
GOODOOGA,
GUNGALMAN,
HERMIDALE,
MACQUARIE MARSHES,
MERRYGOEN,
MURIEL,
NEILREX,
NEVERTIRE,
NUBINGERIE,
NYMAGEE,
PINE CLUMP,
PONTO,
","NSW"
